Pos x,Pos y,Pos z,Rot x,Rot y,Rot z
-5.581938,34.194233,541.964600,0.279750,0.067559,0.046077
-7.637508,34.261692,543.054565,0.278965,0.072207,0.059249
-10.061462,34.287849,544.946838,0.278104,0.078953,0.080551
-12.196959,34.177830,545.947388,0.276385,0.085277,0.085970
-14.502936,33.989567,545.599121,0.272120,0.089010,0.100319
-16.688118,33.668980,545.006348,0.271835,0.094600,0.111487
-18.923702,33.234352,544.053223,0.270219,0.100011,0.121461
-21.101841,32.925400,543.380249,0.273207,0.104789,0.131884
-23.203695,32.652637,542.654785,0.274206,0.108699,0.140994
-25.292234,32.696461,543.116089,0.279698,0.113506,0.150141
-27.176722,32.466164,542.806824,0.279662,0.118133,0.157835
-29.009987,32.398834,543.029175,0.280208,0.123149,0.166166
-30.666058,32.328377,543.179810,0.280922,0.125596,0.171601
-32.288612,32.075233,543.083130,0.285404,0.131783,0.183591
-33.682800,32.014214,543.771423,0.287006,0.134389,0.189820
-34.918522,32.049774,544.580933,0.286794,0.136167,0.194240
-36.031227,32.027985,545.345032,0.286451,0.140085,0.198783
-36.876213,31.863152,544.679443,0.281894,0.138449,0.199024
-37.608047,31.772776,544.703247,0.281009,0.137382,0.200976
-38.280968,31.930664,545.688660,0.279374,0.138176,0.203407
-38.816097,31.732117,545.326538,0.275062,0.137575,0.205934
-39.192780,31.564922,545.613708,0.277334,0.139123,0.208040
-39.515442,31.478256,546.116089,0.277583,0.139975,0.209884
-39.792477,31.365269,545.534912,0.271006,0.141358,0.210851
-40.037548,31.221943,544.604065,0.263401,0.141586,0.211285
-40.128361,31.226196,545.188965,0.267940,0.142006,0.211956
-40.177086,31.168848,544.622498,0.263988,0.142491,0.212668
-40.147736,31.122398,544.775330,0.266068,0.143342,0.213032
-40.156586,31.011362,544.198669,0.263569,0.143066,0.213134
-40.078156,31.115776,544.102295,0.261885,0.142507,0.213111
-39.822582,31.039272,544.128845,0.268180,0.142849,0.213958
-39.656048,30.945684,544.753662,0.276076,0.143495,0.215710
-39.546265,30.950514,544.921082,0.277033,0.143509,0.216700
-39.467514,31.131119,545.487183,0.276761,0.143338,0.216418
-39.393467,31.428337,546.433105,0.275944,0.143877,0.216187
-39.285011,31.434006,546.530396,0.276018,0.143762,0.215752
-39.178493,31.401123,546.131653,0.274459,0.141875,0.214682
-39.063065,31.332539,546.133667,0.276294,0.141822,0.215330
-39.006638,31.372917,545.974243,0.276004,0.140816,0.214471
-39.008610,31.392214,545.835815,0.274914,0.140501,0.214044
-38.963097,31.491283,546.258545,0.274513,0.140937,0.214099
-38.966118,31.523884,546.500000,0.274315,0.139961,0.213582
-38.989285,31.457832,546.363281,0.274025,0.139613,0.213626
-39.008087,31.378918,546.074707,0.272034,0.138966,0.212986
-39.172562,31.262707,546.689636,0.272435,0.141067,0.214571
-39.365791,31.145382,547.904663,0.271620,0.144451,0.217075
-39.520584,31.108671,549.099548,0.272870,0.149227,0.220406
-39.543739,31.037104,549.419678,0.272638,0.148898,0.220491
-39.532902,30.944653,548.911438,0.272868,0.148851,0.221386
-39.518238,31.033535,549.288574,0.274267,0.152117,0.221715
-39.489487,31.055296,548.825623,0.272299,0.150283,0.220205
-39.442699,31.065521,548.465088,0.273241,0.149381,0.219110
-39.352238,30.989407,547.486328,0.271938,0.146891,0.216727
-39.206902,30.953436,546.924744,0.272541,0.145845,0.213965
-39.138680,31.002716,546.493408,0.270911,0.143627,0.212656
-39.063950,31.194227,546.916077,0.270736,0.142605,0.210659
-38.877548,31.002859,545.867798,0.266671,0.139639,0.209278
-38.661388,30.652786,544.710083,0.269823,0.138829,0.208554
-38.369015,30.386600,543.655334,0.268194,0.137965,0.206137
-38.132896,30.297390,543.352722,0.267309,0.137566,0.205517
-37.964962,30.179775,543.283203,0.269958,0.137066,0.205330
-37.804447,30.214767,543.519775,0.270591,0.136795,0.203862
-37.621422,30.228111,543.263916,0.269756,0.136233,0.203596
-37.416977,30.045706,542.614685,0.269742,0.135228,0.202153
-37.268764,30.112165,542.891602,0.270738,0.135098,0.201730
-37.291145,30.397659,544.119202,0.270206,0.136464,0.203635
-37.344948,30.405693,545.559204,0.272369,0.139868,0.206844
-37.392433,30.528385,547.324158,0.272855,0.143602,0.208428
-37.301392,30.592400,547.670959,0.273786,0.144137,0.207802
-37.125259,30.619781,547.371216,0.272294,0.142689,0.206386
-36.966007,30.760260,547.133972,0.270818,0.141844,0.205864
-36.520485,30.627308,546.062988,0.270341,0.140373,0.203651
-36.106365,30.386536,544.210815,0.269086,0.134218,0.199363
-35.719246,30.191311,542.909729,0.268267,0.130773,0.195876
-35.288933,29.960443,541.637756,0.266704,0.128137,0.192542
-34.942692,29.905256,540.791565,0.264700,0.126762,0.190380
-34.580933,29.746063,539.851379,0.265287,0.125356,0.187728
-34.218945,29.691536,539.251831,0.266135,0.124447,0.185377
-33.829605,29.703716,538.899048,0.266316,0.123611,0.182971
-33.434479,29.663380,538.655762,0.268094,0.123268,0.180694
-33.180408,29.760944,539.603821,0.269614,0.124105,0.183229
-32.957230,29.989985,541.286072,0.269579,0.124377,0.183869
-32.700474,30.312956,543.039062,0.271679,0.124065,0.184820
-32.171188,30.565344,543.520325,0.270477,0.120245,0.182729
-31.639353,30.871195,543.994141,0.271432,0.117392,0.177695
-31.072733,31.122622,543.884399,0.273302,0.113393,0.169856
-30.488363,31.406645,544.037231,0.277308,0.109901,0.162452
-29.818230,31.650608,544.010376,0.275283,0.105609,0.153494
-29.130079,31.870331,543.893555,0.275712,0.098930,0.147172
-28.462276,32.002899,543.850098,0.280953,0.095917,0.143853
-27.750237,32.009373,543.327393,0.285008,0.091956,0.137114
-27.041801,32.167259,543.405457,0.294946,0.088776,0.133353
-26.345264,32.302357,543.457642,0.299047,0.082389,0.126220
-25.670589,32.345985,543.405151,0.308023,0.075572,0.114493
-25.024881,32.360229,543.258179,0.310918,0.067972,0.103673
-24.466974,32.360142,543.180176,0.328839,0.064635,0.096019
-24.007360,32.341927,543.091064,0.338410,0.058082,0.084314
-23.724943,32.362225,543.111511,0.341654,0.052588,0.078561
-23.406805,32.356991,543.068359,0.337546,0.042210,0.064741
-22.781069,32.355038,543.215881,0.336412,0.035862,0.057276
-21.747593,32.397575,543.811096,0.338284,0.027585,0.050713
-20.226170,32.396523,544.492126,0.341076,0.018721,0.042714
-18.226696,32.496159,545.351074,0.331434,0.004353,0.031066
-15.989256,32.468758,545.738220,0.330241,-0.002809,0.021780
-13.472474,32.308212,545.588928,0.318409,-0.012279,0.012913
-10.990138,32.141994,545.317017,0.316680,-0.018385,0.005926
-8.624922,32.214119,545.790344,0.317054,-0.022874,0.000378
-6.442000,32.324787,545.661621,0.310963,-0.027130,-0.001876
-4.472927,32.541077,545.807678,0.308062,-0.030102,-0.006539
-2.842584,32.552719,545.994812,0.310465,-0.032377,-0.009297
-1.317714,32.825176,546.396240,0.306863,-0.035349,-0.011155
-0.001350,32.970890,547.098450,0.308933,-0.035996,-0.017521
1.101924,32.802479,546.598450,0.309841,-0.037273,-0.020998
2.006176,32.702740,546.296204,0.309852,-0.038293,-0.023591
2.761364,32.720177,546.332825,0.308249,-0.038228,-0.025143
3.471087,32.917358,546.680664,0.304222,-0.042103,-0.032159
4.017897,33.029186,547.028198,0.297732,-0.042091,-0.034570
4.442519,32.965107,546.805725,0.298541,-0.041296,-0.035406
4.808226,32.997162,546.836548,0.297372,-0.041269,-0.037614
5.094205,33.056435,547.133667,0.296661,-0.043835,-0.040707
5.321818,33.092857,547.144226,0.294787,-0.042854,-0.041403
5.482788,33.160786,547.453735,0.293432,-0.044338,-0.042625
5.598928,33.154148,547.430420,0.293419,-0.042988,-0.043232
5.658803,33.034203,547.182312,0.292199,-0.044453,-0.044245
5.734382,32.918739,547.108582,0.287432,-0.044303,-0.044780
5.776872,32.959766,547.596069,0.282445,-0.043472,-0.044880
5.803361,32.880939,547.765991,0.281450,-0.042725,-0.044877
5.861827,32.846066,547.836487,0.277334,-0.042116,-0.045965
5.963492,32.944614,548.213074,0.270226,-0.040649,-0.047811
5.978358,33.175877,549.414673,0.272838,-0.037704,-0.048258
6.044113,33.187176,549.513550,0.277716,-0.034221,-0.048975
6.098975,33.249195,550.207031,0.280385,-0.032621,-0.050126
6.135898,33.398819,551.032349,0.281422,-0.031559,-0.051583
6.171227,33.424858,551.300415,0.282079,-0.030763,-0.053057
6.175389,33.246017,551.140564,0.290139,-0.029300,-0.052003
6.192237,33.276001,551.584961,0.291769,-0.029086,-0.052318
6.134589,33.292564,551.692993,0.292104,-0.027517,-0.051717
6.049145,33.239117,551.679810,0.296166,-0.026066,-0.048870
5.914394,33.268127,551.895630,0.294938,-0.024015,-0.047404
5.714115,33.273037,552.011353,0.293967,-0.020736,-0.045598
5.521343,33.122379,552.028687,0.293612,-0.018430,-0.043221
5.422085,33.057259,552.583862,0.294386,-0.017730,-0.043262
5.260609,32.992733,552.860596,0.294656,-0.016333,-0.043298
4.951200,32.884499,552.526611,0.296029,-0.015123,-0.040775
4.760762,32.735676,551.733704,0.298207,-0.013662,-0.039426
4.444231,32.737362,551.609680,0.303390,-0.012839,-0.036126
4.139172,32.681858,550.951111,0.305066,-0.011024,-0.031944
3.882918,32.619316,550.511963,0.310785,-0.009100,-0.028960
3.657278,32.664417,549.976379,0.311356,-0.007327,-0.026468
3.462950,32.723579,549.318665,0.309743,-0.005761,-0.026334
3.216611,32.819904,548.674377,0.306490,-0.003644,-0.026159
2.954191,32.919186,548.406250,0.304485,-0.001401,-0.025640
2.709918,32.834839,547.663147,0.304320,0.001040,-0.026243
2.427918,32.865009,547.592773,0.306325,0.004283,-0.024946
2.021270,32.945076,547.447144,0.307006,0.006672,-0.025124
1.588233,32.992950,547.185364,0.305424,0.011145,-0.024992
1.060317,33.235729,547.278381,0.306204,0.016039,-0.022158
0.424657,33.220966,546.640686,0.299126,0.026365,-0.020435
-0.256742,33.058151,545.752014,0.289516,0.037021,-0.017115
-1.001413,32.966698,545.849426,0.283945,0.050033,-0.009421
-1.794198,33.101112,546.747620,0.261014,0.060493,-0.002107
-2.620049,32.852516,546.532776,0.256281,0.069906,0.009006
-3.436862,32.747372,546.175293,0.253246,0.077037,0.017924
-4.281508,32.796379,546.142517,0.252565,0.082299,0.029407
-5.068900,32.797138,545.814270,0.251088,0.087704,0.040197
-5.799385,32.793938,545.418457,0.245018,0.094479,0.052419
-6.449054,32.772194,545.037354,0.241530,0.103969,0.062294
-7.005749,32.788631,544.901917,0.240822,0.109279,0.070623
-7.547428,32.748672,544.530151,0.237026,0.113929,0.080409
-8.110338,32.712608,544.452759,0.239405,0.116317,0.086491
-8.982169,32.549809,543.904846,0.240805,0.120446,0.093933
-10.096717,32.501114,543.813721,0.246690,0.122219,0.100861
-11.509122,32.460350,543.801514,0.247631,0.127612,0.111050
-13.168185,32.384277,543.821289,0.249854,0.133831,0.121342
-14.974230,32.305946,543.624390,0.252097,0.136928,0.129259
-16.934826,32.045738,542.851501,0.254260,0.139145,0.135631
-18.923443,31.708843,542.062561,0.256511,0.144287,0.141050
-20.889023,31.619734,542.276550,0.257571,0.147328,0.147642
-22.669035,31.423023,542.071167,0.257744,0.148414,0.150833
-24.359058,31.264252,542.130859,0.256783,0.151907,0.156897
-25.899490,31.016808,542.248474,0.256752,0.152717,0.163623
-27.303551,30.852968,543.419495,0.258288,0.155077,0.175712
-28.532341,31.016895,546.087646,0.257946,0.157408,0.180177
-29.485174,30.670906,546.187927,0.257224,0.157940,0.184353
-30.166435,30.389994,545.461304,0.257061,0.157209,0.186779
-30.703297,30.200487,544.602234,0.256963,0.156065,0.186240
-31.191202,30.114889,544.218872,0.256873,0.154604,0.185630
-31.615036,30.195930,544.190491,0.257675,0.153119,0.185187
-32.087982,30.320292,544.145752,0.259279,0.152501,0.186873
-32.463760,30.631622,544.970825,0.261989,0.152423,0.187726
-32.653572,30.747641,544.962158,0.262012,0.152563,0.187538
-32.747166,30.560535,544.034973,0.259705,0.150757,0.187380
-32.906754,30.735928,544.241272,0.259790,0.150949,0.188186
-33.032055,30.758287,544.366699,0.262376,0.151509,0.188954
-33.105160,30.777702,544.409546,0.262653,0.153212,0.189586
-33.078049,30.618998,543.466797,0.259828,0.151396,0.188267
-33.019585,30.226656,541.981567,0.254916,0.150695,0.187611
-33.075012,29.956966,541.087158,0.251312,0.150479,0.187358
-33.103954,29.645954,539.923645,0.249197,0.151332,0.187228
-33.191128,29.478703,539.460571,0.248797,0.151112,0.186659
-33.246227,29.318123,538.681763,0.248022,0.151155,0.186636
-33.282467,29.130623,538.132202,0.248194,0.151914,0.186664
-33.366730,29.028231,538.198792,0.247901,0.151344,0.186505
-33.601131,28.849905,539.474670,0.249303,0.156050,0.191248
-33.811092,28.826550,540.942688,0.249624,0.159514,0.193454
-34.006088,28.671745,541.706360,0.250267,0.162029,0.196718
-34.101349,28.638014,542.036072,0.251201,0.163554,0.197920
-34.140293,28.564713,541.935608,0.251235,0.163739,0.196925
-34.188522,28.471275,541.249268,0.247781,0.163935,0.195108
-34.225060,28.448225,540.370544,0.245386,0.163727,0.191905
-34.271137,28.427965,539.545044,0.243272,0.163223,0.190164
-34.304142,28.339914,538.498169,0.243245,0.163062,0.189749
-34.374149,28.339817,538.089722,0.244358,0.163415,0.189409
-34.433773,28.441467,538.000122,0.244698,0.164364,0.187773
-34.400826,28.369497,537.277161,0.243465,0.163694,0.187366
-34.418491,28.447174,537.354858,0.244384,0.163347,0.186948
-34.398441,28.513449,537.179810,0.244323,0.163324,0.186733
-34.372807,28.570770,537.007324,0.245110,0.163229,0.186792
-34.392441,28.713005,537.488770,0.248201,0.163123,0.186403
-34.317486,28.702604,537.148560,0.248937,0.162486,0.185991
-34.210426,28.635342,536.580444,0.248516,0.162228,0.185473
-34.162148,28.738567,536.998840,0.249984,0.161970,0.185647
-33.998615,28.591230,536.290771,0.250727,0.160814,0.185607
-33.899899,28.696030,536.700989,0.250946,0.158813,0.184633
-33.758801,28.563803,536.193848,0.251628,0.157617,0.184040
-33.632416,28.657179,536.510010,0.250917,0.157833,0.182882
-33.470039,28.594315,536.341064,0.249690,0.155831,0.180916
-33.336723,28.627943,536.484497,0.248614,0.154565,0.179683
-33.166115,28.497631,535.995789,0.248907,0.150774,0.178460
-33.034016,28.555334,536.282715,0.252328,0.151097,0.178700
-32.855675,28.648672,536.394043,0.250798,0.148962,0.177053
-32.696239,28.618048,536.089844,0.249401,0.146675,0.176030
-32.536682,28.681087,536.177124,0.249162,0.143692,0.174727
-32.345177,28.704659,536.179260,0.249914,0.141869,0.174385
-32.157597,28.731026,536.128174,0.249918,0.140258,0.173456
