x,y
0.963037,0.793790
0.888409,0.749132
0.853430,0.758305
0.815488,0.775677
0.781643,0.771016
0.754838,0.768475
0.734285,0.766758
0.720305,0.764800
0.688184,0.770603
0.619343,0.780713
0.567311,0.787976
0.535115,0.791821
0.516430,0.792280
0.507090,0.793503
0.502855,0.794329
0.498995,0.795039
0.342726,0.818760
0.337228,0.776299
0.313500,0.762225
0.295349,0.752803
0.284622,0.752791
0.278586,0.751975
0.275296,0.751396
0.263762,0.758164
0.215483,0.774461
0.159093,0.787649
0.121202,0.795675
0.098505,0.800634
0.084255,0.804860
0.075480,0.807720
0.071650,0.810596
0.068755,0.811480
0.041558,0.848948
0.044870,0.846835
0.048374,0.840421
0.074155,0.816659
0.074034,0.823857
0.129977,1.192091
0.110555,0.986532
0.111942,0.936760
0.110279,0.873982
0.117365,0.836410
0.120580,0.815501
0.119978,0.803009
0.119234,0.799406
0.118626,0.798185
0.118471,0.797074
0.119141,0.796592
0.110531,0.795679
0.098829,0.792808
0.086801,0.787900
0.075865,0.783837
0.065662,0.781221
0.058490,0.778720
0.053518,0.775582
0.049375,0.773180
0.047323,0.772091
0.047757,0.771599
0.058623,0.764913
0.074310,0.754668
0.091300,0.744698
0.106615,0.734962
0.119059,0.727522
0.128334,0.722330
0.135358,0.719143
0.139306,0.716701
0.142647,0.715158
0.145043,0.713691
0.146631,0.713472
0.148148,0.711738
0.149184,0.711203
0.156585,0.711182
0.179123,0.707821
0.205026,0.702927
0.227285,0.698616
0.242659,0.695264
0.252414,0.693225
0.259356,0.692394
0.264139,0.691023
0.267877,0.690139
0.277769,0.690404
0.312604,0.686730
0.350523,0.682639
0.375311,0.677359
0.392195,0.674821
0.401696,0.673720
0.407008,0.671956
0.410557,0.670891
0.380417,0.659419
0.380294,0.650932
0.412171,0.634719
0.415417,0.632849
0.417579,0.633689
0.420088,0.634189
0.422074,0.635728
0.423597,0.635981
0.424969,0.636866
0.425915,0.637652
0.427016,0.638667
0.454441,0.646045
0.551451,0.658390
0.652984,0.668851
0.712487,0.674394
0.742509,0.679985
0.759212,0.680116
0.769358,0.682937
0.775497,0.684942
0.780370,0.684922
0.782138,0.685600
0.782827,0.684519
0.783453,0.683780
0.783226,0.682227
0.761102,0.708425
0.857468,0.706943
0.797219,0.731810
0.834189,0.712529
0.835413,0.692118
0.837093,0.689461
0.837405,0.687971
0.837551,0.686777
0.847028,0.689788
0.871057,0.698742
0.898021,0.710121
0.919342,0.718962
0.934203,0.723742
0.944402,0.727548
0.953898,0.728869
0.960955,0.728631
0.966165,0.729451
0.967910,0.729896
0.971962,0.733148
0.979127,0.738348
0.986046,0.742156
0.990776,0.743793
0.994120,0.745039
0.996764,0.746306
0.998917,0.747590
1.000876,0.748768
1.002446,0.749963
0.999287,0.761720
0.988524,0.786423
0.976084,0.813111
0.965844,0.837064
0.958532,0.856085
0.951625,0.867562
0.948303,0.875008
0.946872,0.879419
0.945251,0.883452
0.943456,0.884612
0.941729,0.885344
0.939977,0.886785
0.936212,0.889131
0.931715,0.892007
0.926924,0.894066
0.922433,0.895558
0.918555,0.896126
0.894253,0.894200
0.802473,0.876572
0.707878,0.855186
0.651946,0.844043
0.623007,0.845661
0.605846,0.841095
0.597959,0.833528
0.589238,0.831578
0.529791,0.831865
0.360933,0.840176
0.207645,0.845044
0.133948,0.850110
0.102915,0.846024
0.088812,0.843549
0.084385,0.844538
0.081077,0.843698
0.078616,0.843060
0.074399,0.843344
0.055197,0.843667
0.036443,0.841279
0.024823,0.839776
0.018968,0.838240
0.013920,0.835921
0.010629,0.836386
0.008295,0.835666
0.007080,0.835435
0.006511,0.835457
0.005609,0.835058
0.004802,0.835110
0.004055,0.835079
0.003460,0.834634
0.002704,0.832993
0.000772,0.827954
-0.000589,0.821680
-0.001659,0.816285
-0.002478,0.811690
-0.003282,0.807584
-0.004505,0.803917
-0.005708,0.800530
-0.006868,0.797539
-0.007761,0.795077
-0.008128,0.793443
-0.008677,0.791660
-0.009162,0.790564
-0.007100,0.787989
-0.003731,0.784820
-0.000599,0.782032
0.001782,0.779241
0.003950,0.777083
0.006182,0.774923
0.008211,0.773295
0.009956,0.771803
0.011144,0.770920
0.012181,0.770238
0.012949,0.769561
0.013531,0.768317
0.014567,0.767559
0.036234,0.760777
0.093528,0.743256
0.149546,0.728870
0.186350,0.718841
0.207948,0.710274
0.221389,0.707483
0.229052,0.706684
0.243958,0.709139
0.309876,0.711372
0.399211,0.716653
0.452675,0.717712
0.483632,0.718851
0.498537,0.721271
0.507111,0.719343
0.512106,0.717619
0.516335,0.717638
0.517922,0.717901
0.516457,0.717750
0.514405,0.717256
0.512731,0.716864
0.533339,0.721327
0.627591,0.730336
0.761045,0.736303
0.843654,0.736400
0.884094,0.735991
0.904563,0.739461
0.915077,0.740575
0.919081,0.740628
0.922623,0.741109
0.925597,0.740156
0.928602,0.738547
0.929645,0.738035
0.929506,0.737066
0.929577,0.735892
0.934273,0.743039
0.950111,0.770234
0.970293,0.804799
0.987011,0.832220
0.997185,0.851515
1.002592,0.863461
1.006274,0.871137
1.009212,0.876252
1.011506,0.877955
1.011438,0.880084
1.011243,0.882237
1.007303,0.885044
1.002094,0.886720
0.997456,0.888408
0.993793,0.890018
0.990946,0.891635
0.988185,0.893183
0.986105,0.893987
0.984755,0.894436
0.970368,0.889578
0.878374,0.849817
0.713776,0.786716
0.601786,0.746983
0.548844,0.727190
0.526295,0.714328
0.514029,0.711145
0.509414,0.707621
0.506911,0.709228
0.505074,0.708838
0.493518,0.723448
0.393409,0.673515
0.403970,0.661794
0.392382,0.660472
0.384053,0.668574
0.379617,0.674265
0.375755,0.677543
0.373120,0.681538
0.371766,0.683887
0.370714,0.684086
0.369700,0.685230
0.368697,0.685784
0.352334,0.688301
0.314745,0.692777
0.278604,0.696291
0.252528,0.697532
0.236174,0.699604
0.225733,0.701499
0.219755,0.704213
0.216381,0.705944
0.213509,0.706936
0.211010,0.706465
0.168388,0.716534
0.091565,0.693114
0.051353,0.691261
0.075181,0.687605
0.052865,0.688858
0.037549,0.688169
0.028485,0.687318
0.023111,0.687728
0.019232,0.689126
0.016030,0.689356
0.013479,0.689263
0.010867,0.688176
0.009326,0.686902
0.007849,0.684564
0.006478,0.682852
0.005265,0.681142
0.007088,0.681263
0.009573,0.682403
0.012001,0.683177
0.016176,0.684805
0.021372,0.686624
0.026981,0.687987
0.032110,0.688687
0.036335,0.689854
0.040169,0.691615
0.043206,0.692852
0.046196,0.694024
0.048996,0.694442
0.051362,0.695262
0.060873,0.697690
0.098210,0.701970
0.148761,0.706436
0.186544,0.710356
0.211407,0.712783
0.226525,0.714608
0.235510,0.714300
0.241582,0.713434
0.246080,0.713653
