x,y
0.407141,0.453779
0.401077,0.452048
0.398329,0.452456
0.396999,0.453654
0.396453,0.453625
0.395776,0.453580
0.394987,0.452958
0.394556,0.452967
0.394199,0.453614
0.393963,0.453470
0.393863,0.453111
0.393702,0.452697
0.393319,0.452193
0.393171,0.451800
0.392010,0.451576
0.371062,0.452187
0.322226,0.451061
0.275476,0.448466
0.242731,0.445855
0.223058,0.444200
0.210533,0.444334
0.202887,0.443323
0.196253,0.444228
0.150832,0.447876
0.095769,0.452519
0.060938,0.454764
0.042687,0.456394
0.031797,0.457865
0.023576,0.459499
0.019129,0.460466
0.017393,0.460853
0.015990,0.460663
0.015529,0.461225
0.015565,0.461892
0.015668,0.461768
0.015984,0.461649
0.016150,0.461815
0.016124,0.461733
0.016327,0.461633
0.016482,0.461740
0.016675,0.461952
0.016833,0.461920
0.016880,0.461971
0.017154,0.462039
0.037896,0.463072
0.106323,0.464347
0.175573,0.465644
0.221043,0.466629
0.246411,0.465389
0.260712,0.463927
0.268594,0.462823
0.273600,0.461875
0.277126,0.461253
0.279191,0.460662
0.289915,0.459857
0.305907,0.457895
0.318227,0.454673
0.327250,0.452441
0.333222,0.450373
0.338164,0.448828
0.341448,0.448603
0.344384,0.447877
0.346192,0.446994
0.347396,0.446398
0.350427,0.447749
0.372812,0.447642
0.400683,0.447035
0.422763,0.445066
0.439323,0.444221
0.451611,0.443369
0.459905,0.442500
0.465198,0.441730
0.469146,0.441704
0.471287,0.441631
0.473134,0.441463
0.475092,0.442574
0.476476,0.443316
0.477959,0.443820
0.494826,0.445152
0.526069,0.446754
0.555305,0.448395
0.577132,0.449789
0.591093,0.451471
0.600211,0.452068
0.606451,0.452781
0.609977,0.451469
0.613924,0.451011
0.661123,0.452948
0.770076,0.455009
0.855989,0.455859
0.902483,0.456209
0.925735,0.456791
0.937520,0.456830
0.942746,0.457327
0.945975,0.458461
0.948145,0.457713
0.948617,0.455969
0.949453,0.455989
0.950190,0.456169
0.950544,0.456360
0.950290,0.456173
0.950031,0.456113
0.949726,0.455878
0.949375,0.455971
0.949807,0.456074
0.953134,0.457690
0.957566,0.459831
0.961579,0.462214
0.965204,0.463922
0.968282,0.465121
0.970858,0.466017
0.973725,0.467091
0.975603,0.468046
0.976985,0.468763
0.969399,0.469770
0.951764,0.471583
0.927559,0.473208
0.904626,0.474026
0.887143,0.474283
0.874453,0.473823
0.840951,0.473742
0.792001,0.472735
0.753809,0.471465
0.729662,0.470473
0.715579,0.472089
0.706811,0.471499
0.699962,0.471484
0.664195,0.472694
0.627005,0.470575
0.602887,0.470248
0.588810,0.469364
0.579516,0.468802
0.574846,0.468219
0.571165,0.467302
0.556388,0.468824
0.520358,0.469365
0.488816,0.468853
0.467424,0.469232
0.454309,0.469552
0.445506,0.468514
0.439034,0.467437
0.430317,0.467045
0.391268,0.466475
0.340968,0.467162
0.307083,0.469636
0.285380,0.469237
0.272337,0.468068
0.265578,0.467750
0.261066,0.466667
0.258469,0.465307
0.257325,0.464941
0.243098,0.464422
0.218318,0.465785
0.197933,0.467959
0.183518,0.468948
0.173805,0.469084
0.166610,0.468915
0.149229,0.470149
0.119769,0.471188
0.095867,0.473073
0.080584,0.474044
0.070811,0.474438
0.064434,0.475753
0.060415,0.477065
0.058269,0.477549
0.057256,0.478088
0.056068,0.478454
0.050913,0.480006
0.045279,0.481425
0.040909,0.482756
0.037634,0.484530
0.034579,0.485678
0.032573,0.486691
0.030514,0.487612
0.028931,0.488415
0.027857,0.488995
0.027550,0.489800
0.027561,0.491544
0.029257,0.492375
0.037307,0.492917
0.053643,0.494174
0.072374,0.495045
0.088979,0.495446
0.101929,0.495915
0.111209,0.495584
0.133896,0.496342
0.195375,0.497614
0.250803,0.495395
0.283759,0.493767
0.301654,0.491458
0.312539,0.490302
0.318912,0.489985
0.322690,0.490926
0.350093,0.492356
0.377687,0.494096
0.395998,0.494821
0.408840,0.494761
0.417636,0.495948
0.423183,0.495429
0.426503,0.493771
0.428758,0.493313
0.430701,0.493556
0.431371,0.492980
0.452276,0.493188
0.491194,0.492387
0.524433,0.492057
0.547233,0.492017
0.562413,0.491746
0.571782,0.492228
0.577703,0.491613
0.581047,0.492286
0.583271,0.492138
0.584483,0.491941
0.585234,0.491671
0.586139,0.492243
0.586297,0.492264
0.586573,0.491879
0.600605,0.494167
0.675690,0.500005
0.782186,0.505483
0.855233,0.508897
0.894150,0.509328
0.914149,0.508796
0.924411,0.508681
0.929642,0.508064
0.932689,0.508749
0.934134,0.508106
0.935675,0.507243
0.936797,0.506562
0.946200,0.508464
0.957761,0.510820
0.966896,0.512369
0.973173,0.512832
0.977769,0.513624
0.981092,0.514228
0.983367,0.513111
0.985368,0.512707
0.987111,0.512202
0.987881,0.511818
0.989023,0.511517
0.989542,0.510968
0.989915,0.510757
0.984616,0.529839
0.913797,0.579520
0.884259,0.572094
0.856610,0.560054
0.835809,0.549350
0.819603,0.544017
0.808810,0.540060
0.801950,0.536387
0.797943,0.531512
0.794914,0.528700
0.767489,0.527334
0.704021,0.524519
0.648874,0.521699
0.614866,0.518756
0.595991,0.517467
0.584670,0.515934
0.578154,0.515568
0.570642,0.514533
0.524521,0.510368
0.454081,0.507372
0.405361,0.506133
0.376925,0.503969
0.360719,0.499757
0.352831,0.495698
0.348155,0.494191
0.306619,0.497345
0.201636,0.503549
0.121652,0.507562
0.081422,0.508671
0.063244,0.509576
0.055108,0.509559
0.050675,0.509960
0.047827,0.509659
0.045859,0.508538
0.045176,0.507820
0.033331,0.509884
0.022569,0.512239
0.016234,0.513069
0.011433,0.514138
0.007779,0.514833
0.005760,0.514815
0.003907,0.515481
0.002577,0.515850
0.002731,0.516388
0.002372,0.516979
0.003311,0.517872
0.006066,0.518522
0.009178,0.519439
0.013342,0.520200
0.018184,0.521180
0.022994,0.522280
